Inyección,La Paz,La Dormida Pueblo,La Dormida,Corcobo,Puelen,Algarrobo del Aguila,Santa Isabel,San Basilio,Bulnes,Sistema Sur ,Malena - Rio IV,CT Maranzana,Manisero,Las Acequias,Alejandro Roca,Alejandro Roca II,La Carlota,Pedro Funes,Pascanas,Wenseslao Escalante,Gasoducto Regional Sur Este - RUTA 8,Monte Maiz,Isla Verde,Gral. Baldissera,Inrriville,Camilo Aldao,Los Surgentes,Cruz Alta,La Mora,GNL La Mora,El Bebedero,Zanjitas,Glucovil,Villa Mercedes,Valle de Conlara,Crafmsa,Justo Daract,Arteaga,San Jose de la Esquina,Arequito,Villa Eloisa,Regional Sur,Pujato,Gas Andes - Gas Comb,Campo Duran,Aguada San Roque,Aguada Pichana,Total Interconexion,Pluspetrol Intercone,Centro Este,Loma de La Lata,Mega 2,Borde Montuoso,Petrolera Santa Fe,Fortin de Piedra,Vaca Muerta,Coiron Amargo,GNL Escobar-Cardales,Aguaray,CT Piquirenda,Tartagal (ciudad),Tartagal III,Mosconi,Cornejo,Ballivian ,Embarcacion,Gasoducto Atacama,Pichanal,Norandino,Colonia Santa Rosa,E. B. Urundel,CT Caimancito,Lib. Gral. San Martin,Fraile Pintado,Miraflores,E. B. Lavayen,Puesto Viejo,TermoAndes,Torzalito - Salta,Torzalito - C.T. Guemes,Gasoducto Anta,E. B. Refinor Río Piedras,Metan,GNC Senda Verde,Rosario de la Frontera,Trancas,Choromoro,Trapani,Timbo,Alderete,Tucuman Norte,C.T. Independencia,C.T. San Miguel de Tucuman (Plusp),C.T. Tucuman (Plusp),C.T. Ave Fenix (Plusp),Tucuman Sur,C.T. Y-GEN II (El Bracho IV),Mista,Lamadrid,Lavalle,Frias,Loma Negra (Cementera),Loma Negra (Ciudad),Catamarca-La Rioja,E. B. Quilino,Quilino,Valle de Punilla,Dean Funes,Regional Norte,Totoral,Colonia Caroya,Sierras Chicas,Mi Granja,Casaro,Bimbo Cordoba,HGS,GNC Ducoin,Malvinas Argentinas,Zarate,GNC LUIS A CARRIZO,Embotelladora del Atlantico ,Industrias RAR,Cordoba Norte,Montecristo,Cordoba Sur,EM Sistema Este CBA ,Toledo,Rio Segundo,C.T. Pilar Zanichelli,C.T. Bicentenario (CT Pilar II),Pilar Pueblo,Pilar - Arroyito,Laguna Larga,Valle de Calamuchita,Oncativo,Centro Este 1,Oliva - Rio Tercero,Cnia. Vidal Abal,James Craik,Tio Pujio,General Cabrera Hernando,Centro Este II,C.T. Las Playas,C.T. Villa Maria,Ballesteros,Morrison,Bellville,San Marcos Sur,Sistema Ruta 2 CBA,Leones,Marcos Juarez,Gral Roca,Gto Reg Las Parejas,Armstrong,C.T. Cañada de Gomez,Cda de Gomez,Correa,Carcarana,Ingenio Ledesma,San Jeronimo Sur,Roldan,Sipar Gerdau,C.T. Perez,Rosario Norte,Zavalla,Rosario Sur,Villa Amelia,Villa Amelia II,Arroyo Seco Dreyfus,Arroyo Seco Pueblo,Rueda Ruta 90,Villa Constitucion,San Nicolas,CT Rojo,Rojo,C.T. AES Parana,San Nicolas Sur,Ramallo,Perez Millan,CT San Pedro,Chaparral,San Pedro,Baradero,CT M Belgrano,CTM Belgrano l2,San Sebastian,Granja Tres Arroyos,Cap. Sarmiento,Carmen de Areco,Villa Lia,El Chaja,C.T. Las Palmas,Zarate Solis,Capilla del Señor,CT Parque Pilar ,Casco Fatima,CT Matheu III,Villa Rosa,CT Matheu,CT Matheu II,Pacheco,Ind Vasa,Wilmor,Lactolab,Indio Cua,CT Lujan,Potenza Gronanti,Cardales,Inyección El Chaja: MC,Country Los Cardales,Refrescos del Norte,Montes de Oca,Cabred,Parada Robles,Torres,San Ceferino,C. La Colina,Opendoor,Papelera Nicaragua,Sakura,Cabaña de Polo,Gral. Rodriguez,Cartocor,CT San Martin,CT Oliveros - Renova,Dreyfus Timbues,Oliveros,Oliveros II,CT Vuelta de Obligado,Drovetta,Maciel,Galvez,Barrancas,GNC Damarra Coronda,Coronda,San Lorenzo,CT Puerto T6,Serodino,Sauce Viejo,Desvio Arijon,Santo Tome,San Carlos,Santa Fe,Regional Centro,Paracao,Oro Verde,Paracao II,Aldea Gasnea,A.Brasilera-TGM
Campo Duran,2105.601234528819,2142.0074348663748,2146.2904430243198,2462.083758205561,2425.420866763023,2312.7107880890026,2286.5664299493183,1799.6931919485853,1828.4432172570687,1804.7108231897532,1801.5195562478061,1794.7769109372302,1762.2404574163868,1754.3757607776813,1738.3017213005473,1738.3017213005473,1701.9197693312046,1697.8535659302615,1670.4092197273872,1649.8998838963269,1645.7108735154163,1632.077201330419,1612.5172367342939,1604.491144918789,1603.0578426580428,1586.880309427187,1569.7428430664397,1550.4357689089604,2161.2023184870873,2161.4875216929067,2014.511328299024,1994.8976774518542,1911.0867554911683,1910.9759963460986,1908.4734815308877,1905.6351986527602,1873.5361016222266,1544.0100733563506,1534.4141364237541,1526.9208349776134,1517.38833768239,1500.1281644881637,1472.7965829806813,2161.2023184870873,0.0,2551.225197745171,2551.225197745171,2551.225197745171,2551.225197745171,2551.225197745171,2551.225197745171,2551.225197745171,2551.225197745171,2551.225197745171,2551.225197745171,2551.225197745171,2551.225197745171,1946.1347048494617,2.5589887063976575,14.778929679059269,33.209542723999604,33.209542723999604,42.844626690937204,57.6947927529075,80.69187209484816,119.15652864138325,137.1697838183231,135.879448653061,135.879448653061,156.28494587749682,167.86345882731788,198.81323406519948,217.0577719560927,229.32527629983633,262.12276398915554,287.33296443757956,292.385172619268,318.87455458041944,318.7201792184563,318.7201792184563,387.7422350393746,394.3311054921069,404.90810379655113,437.88816836691234,437.804128586805,491.9616962273945,517.4492974172309,543.6685195556452,548.6441682321204,560.4334520285106,563.7639822116934,567.75326174699,579.9237676170713,582.0543254258532,582.0544203611512,591.9203762463783,582.1994646270535,606.7031616157553,656.4081459582189,715.422709154811,769.1194478738354,748.8458613677218,1196.3314420872343,842.3490753402114,948.5715512584042,955.6858104051632,978.171330508937,983.641332724756,1003.812856037099,1024.5294508773038,1057.0850458411487,1079.3172684677259,1095.3404125144707,1109.8072685006014,1103.643856203419,1196.3316319578303,1103.6402036796994,1102.221350932272,1105.9248122741265,1196.3315370225323,1095.161370180317,1108.7642045649025,1109.8119286823962,1096.0038813440465,1109.8113963779012,1109.5352569456047,1114.4715315415112,1129.3023531608153,1135.9734595531431,1136.0720356781874,1135.3740473285807,1136.1440703652584,1147.3702237597868,1164.160229786314,1167.0711426582595,1172.3110536587515,1182.7018436418928,1185.9610639283712,1209.082417183061,1223.636592308173,1237.5123347370877,1237.5488263393188,1246.0553027868336,1248.6053024145178,1270.2022230933703,1285.0623497112733,1298.1251328935855,1317.5608127320352,1321.3678330550076,1335.4853730087445,1353.6752282273476,1371.768632889197,1408.3469720281778,1401.7906389338955,1419.6181157917356,1422.408749045269,1436.4190802241458,1445.3003446604525,217.05786689139066,1459.1403308745116,1470.583385105077,1486.23514055275,1487.269881352674,1494.5235403459203,1482.605686021637,1502.7900395294105,1511.2713943159667,1516.822243440829,1516.822243440829,1537.990250576167,1538.1512808516986,1559.497192592338,1567.941163577666,1569.1041848826264,1572.7214679101623,1776.5743652187552,1577.1984460373146,1585.0220866365053,1609.0126193103115,1648.0469541286775,1652.0488042547352,1638.0119736931485,1666.8788918935384,1934.5551681920151,1934.5551681920151,1700.5749408390636,1700.5750357743616,1700.5751307096596,1858.3049499127399,1905.8002801351686,1913.945435779406,1917.57240690399,1924.6730084928165,1935.788506327236,1952.9155847725183,1952.6692891246553,1961.3765681672687,1963.9316330967108,1961.1753303248106,1963.3372607473163,1982.1228060682427,1948.0015051712207,1948.1919482657918,1947.2039313861096,1951.8626296306807,1971.1629864439699,1951.6041948939721,1946.1347048494617,1946.1347048494617,1946.2391899328134,1951.0327634367604,1954.3913341848654,1957.7958782119595,1954.3929894383452,1954.3929894383452,1955.8706310328193,1965.5176302938748,1971.0278951161288,1950.5179034512146,1954.3921618116053,1963.7403740627792,1983.4799612382149,1968.9370686769419,1496.3860536296388,1498.0298729359772,1496.4788004113514,1500.5725736149243,1913.945435779406,1508.3148553027368,1507.1536451628674,1513.8021054415904,1557.5570388893243,1539.1033245793571,1570.5589258324294,1570.5090328397055,1484.6807018269117,1484.6807018269117,1502.12324082056,1602.0379330373437,1579.9364750249501,1606.6655238783103,1587.993234253236,1612.8374844438858,1608.6040877813487,1623.713730975979,1620.5797545343742,1623.713730975979,1609.8111411939167,1609.8111411939167
Inyección El Chaja: MC,1133.4552776292571,1169.861477966813,1174.144486124758,1489.9378013059993,1453.2749098634608,1340.5648311894406,1314.4204730497563,827.5472350490236,856.2972603575068,832.5648662901914,829.3735993482443,822.6309540376684,790.094500516825,782.2298038781194,766.1557644009855,766.1557644009855,729.7738124316427,725.7076090306997,698.2632628278252,677.753926996765,673.5649166158546,659.9312444308572,640.3712798347321,632.3451880192272,630.9118857584812,614.7343525276254,597.5968861668781,578.2898120093988,1189.0563615875255,1189.3415647933448,1042.3653713994622,1022.7517205522923,938.9407985916065,938.8300394465366,936.3275246313258,933.4892417531984,901.3901447226648,571.864116456789,562.2681795241924,554.7748780780518,545.2423807828284,527.9822075886021,500.6506260811196,1189.0563615875255,1946.1347048494627,1579.0792408456093,1579.0792408456093,1579.0792408456093,1579.0792408456093,1579.0792408456093,1579.0792408456093,1579.0792408456093,1579.0792408456093,1579.0792408456093,1579.0792408456093,1579.0792408456093,1579.0792408456093,0.0,1943.575716143065,1931.3557751704034,1912.925162125463,1912.925162125463,1903.2900781585254,1888.439912096555,1865.4428327546143,1826.9781762080793,1808.9649210311393,1810.2552561964014,1810.2552561964014,1789.8497589719655,1778.2712460221444,1747.3214707842628,1729.0769328933695,1716.8094285496259,1684.0119408603066,1658.8017404118825,1653.749532230194,1627.2601502690427,1627.4145256310057,1627.4145256310057,1558.3924698100875,1551.8035993573553,1541.226601052911,1508.2465364825498,1508.3305762626571,1454.1730086220678,1428.6854074322314,1402.466185293817,1397.4905366173418,1385.7012528209516,1382.3707226377687,1378.381443102472,1366.2109372323907,1364.080379423609,1364.080284488311,1354.214328603084,1363.9352402224085,1339.4315432337069,1289.7265588912433,1230.7119956946513,1177.0152569756267,1197.2888434817403,749.8032627622281,1103.7856295092508,997.563153591058,990.448894444299,967.9633743405252,962.4933721247062,942.3218488123632,921.6052539721584,889.0496590083134,866.8174363817363,851.1523770032992,865.6192329894299,859.4558206922477,749.8030728916322,859.4521681685278,858.0333154211004,861.736776762955,749.8031678269301,850.9733346691453,864.576169053731,865.6238931712248,850.1308235054157,836.323308471561,836.5994479038575,831.6631733079508,816.8323516886469,810.1612452963192,810.0626691712749,810.7606575208816,809.990634484204,798.7644810896755,781.9744750631485,779.0635621912029,773.823651190711,763.4328612075698,760.1736409210913,737.0522876664015,722.4981125412893,708.6223701123746,708.5858785101434,700.0794020626284,697.5294024349441,675.9324817560915,661.0723551381885,648.0095719558764,628.5738921174267,624.7668717944543,610.6493318407173,592.4594766221144,574.3660719602649,537.7877328212841,544.3440659155664,526.5165890577262,523.7259558041927,509.7156246253159,500.83436018900915,1729.0768379580716,486.99437397495,475.55131974438456,459.89956429671156,458.86482349678744,451.61116450354126,463.52901882782453,443.344665320051,434.8633105334947,429.31246140863243,429.31246140863243,408.1444542732944,407.98342399776277,386.6375122571234,378.1935412717954,377.030519966835,373.41323693929905,169.56033963070638,368.9362588121467,361.1126182129561,337.12208553914985,298.0877507207839,294.08590059472635,308.12273115631285,279.25581295592315,11.579536657446587,11.579536657446587,245.55976401039797,245.5596690751,245.55957413980204,87.82975493672176,40.33442471429306,32.18926907005572,28.56229794547167,21.461696356645128,10.346198522225622,6.780879923056826,6.53458427519387,15.241863317807125,17.79692824724922,15.04062547534911,17.202555897854854,35.98810121878106,1.8668003217592193,2.057243416330222,1.0692265366479892,5.727924781218896,25.02828159450818,5.469490044510466,0.0,0.0,0.10448508335164075,4.898058587298813,8.256629335403623,11.661173362497884,8.258284588883658,8.258284588883658,9.735926183357833,19.38292544441319,24.893190266667034,4.383198601752946,8.25745696214364,17.60566921331755,37.34525638875314,22.80236382748017,524.2400967300771,525.8839160364155,524.3328435117897,528.4266167153626,32.18926907005572,536.168898403175,535.0076882633058,541.6561485420287,585.4110819897629,566.9573676797957,598.412968932868,598.3630759401442,512.5347449273501,512.5347449273501,529.9772839209985,629.8919761377824,607.790518125389,634.519566978749,615.8472773536749,640.6915275443245,636.4581308817874,651.5677740764175,648.4337976348129,651.5677740764175,637.6651842943555,637.6651842943555
